genre,date,hype_index
Adventure,2010-01-01,89.0
Adventure,2010-02-01,88.5
Adventure,2010-03-01,88.0
Adventure,2010-04-01,88.66666666666667
Adventure,2010-05-01,90.0
Adventure,2010-06-01,92.33333333333333
Adventure,2010-07-01,92.0
Adventure,2010-08-01,92.33333333333333
Adventure,2010-09-01,86.66666666666667
Adventure,2010-10-01,83.33333333333333
Adventure,2010-11-01,77.66666666666667
Adventure,2010-12-01,83.33333333333333
Adventure,2011-01-01,84.66666666666667
Adventure,2011-02-01,85.0
Adventure,2011-03-01,79.33333333333333
Adventure,2011-04-01,79.33333333333333
Adventure,2011-05-01,80.0
Adventure,2011-06-01,84.33333333333333
Adventure,2011-07-01,87.66666666666667
Adventure,2011-08-01,91.0
Adventure,2011-09-01,87.66666666666667
Adventure,2011-10-01,83.33333333333333
Adventure,2011-11-01,82.33333333333333
Adventure,2011-12-01,87.0
Adventure,2012-01-01,91.0
Adventure,2012-02-01,91.0
Adventure,2012-03-01,87.33333333333333
Adventure,2012-04-01,84.33333333333333
Adventure,2012-05-01,82.66666666666667
Adventure,2012-06-01,85.66666666666667
Adventure,2012-07-01,88.66666666666667
Adventure,2012-08-01,91.66666666666667
Adventure,2012-09-01,86.66666666666667
Adventure,2012-10-01,79.33333333333333
Adventure,2012-11-01,73.0
Adventure,2012-12-01,74.0
Adventure,2013-01-01,76.0
Adventure,2013-02-01,77.33333333333333
Adventure,2013-03-01,77.0
Adventure,2013-04-01,76.33333333333333
Adventure,2013-05-01,76.66666666666667
Adventure,2013-06-01,78.33333333333333
Adventure,2013-07-01,81.0
Adventure,2013-08-01,82.33333333333333
Adventure,2013-09-01,78.66666666666667
Adventure,2013-10-01,73.66666666666667
Adventure,2013-11-01,71.0
Adventure,2013-12-01,73.66666666666667
Adventure,2014-01-01,78.33333333333333
Adventure,2014-02-01,81.0
Adventure,2014-03-01,81.33333333333333
Adventure,2014-04-01,79.0
Adventure,2014-05-01,77.0
Adventure,2014-06-01,75.33333333333333
Adventure,2014-07-01,75.0
Adventure,2014-08-01,75.0
Adventure,2014-09-01,69.33333333333333
Adventure,2014-10-01,65.33333333333333
Adventure,2014-11-01,63.0
Adventure,2014-12-01,66.0
Adventure,2015-01-01,69.66666666666667
Adventure,2015-02-01,69.0
Adventure,2015-03-01,68.33333333333333
Adventure,2015-04-01,65.0
Adventure,2015-05-01,65.66666666666667
Adventure,2015-06-01,64.66666666666667
Adventure,2015-07-01,64.33333333333333
Adventure,2015-08-01,63.666666666666664
Adventure,2015-09-01,62.333333333333336
Adventure,2015-10-01,61.333333333333336
Adventure,2015-11-01,59.333333333333336
Adventure,2015-12-01,60.666666666666664
Adventure,2016-01-01,64.33333333333333
Adventure,2016-02-01,66.0
Adventure,2016-03-01,64.0
Adventure,2016-04-01,59.666666666666664
Adventure,2016-05-01,58.0
Adventure,2016-06-01,58.333333333333336
Adventure,2016-07-01,58.666666666666664
Adventure,2016-08-01,57.666666666666664
Adventure,2016-09-01,55.666666666666664
Adventure,2016-10-01,53.666666666666664
Adventure,2016-11-01,54.333333333333336
Adventure,2016-12-01,56.333333333333336
Adventure,2017-01-01,67.66666666666667
Adventure,2017-02-01,79.66666666666667
Adventure,2017-03-01,89.66666666666667
Adventure,2017-04-01,94.33333333333333
Adventure,2017-05-01,91.0
Adventure,2017-06-01,90.0
Adventure,2017-07-01,77.66666666666667
Adventure,2017-08-01,65.66666666666667
Adventure,2017-09-01,52.0
Adventure,2017-10-01,44.666666666666664
Adventure,2017-11-01,40.333333333333336
Adventure,2017-12-01,38.0
Adventure,2018-01-01,37.333333333333336
Adventure,2018-02-01,37.333333333333336
Adventure,2018-03-01,43.0
Adventure,2018-04-01,51.0
Adventure,2018-05-01,63.333333333333336
Adventure,2018-06-01,66.66666666666667
Adventure,2018-07-01,65.0
Adventure,2018-08-01,56.666666666666664
Adventure,2018-09-01,47.0
Adventure,2018-10-01,38.333333333333336
Adventure,2018-11-01,38.333333333333336
Adventure,2018-12-01,42.333333333333336
Adventure,2019-01-01,46.0
Adventure,2019-02-01,45.0
Adventure,2019-03-01,46.0
Adventure,2019-04-01,50.333333333333336
Adventure,2019-05-01,53.666666666666664
Adventure,2019-06-01,58.0
Adventure,2019-07-01,61.333333333333336
Adventure,2019-08-01,61.333333333333336
Adventure,2019-09-01,54.333333333333336
Adventure,2019-10-01,46.333333333333336
Adventure,2019-11-01,42.0
Adventure,2019-12-01,42.0
Adventure,2020-01-01,41.666666666666664
Adventure,2020-02-01,41.666666666666664
Adventure,2020-03-01,40.333333333333336
Adventure,2020-04-01,40.0
Adventure,2020-05-01,38.666666666666664
Adventure,2020-06-01,36.666666666666664
Adventure,2020-07-01,36.333333333333336
Adventure,2020-08-01,38.666666666666664
Adventure,2020-09-01,40.333333333333336
Adventure,2020-10-01,38.666666666666664
Adventure,2020-11-01,34.666666666666664
Adventure,2020-12-01,34.666666666666664
Adventure,2021-01-01,36.333333333333336
Adventure,2021-02-01,41.333333333333336
Adventure,2021-03-01,45.0
Adventure,2021-04-01,47.666666666666664
Adventure,2021-05-01,48.0
Adventure,2021-06-01,46.666666666666664
Adventure,2021-07-01,44.666666666666664
Adventure,2021-08-01,43.333333333333336
Adventure,2021-09-01,41.333333333333336
Adventure,2021-10-01,40.666666666666664
Adventure,2021-11-01,37.666666666666664
Adventure,2021-12-01,36.666666666666664
Adventure,2022-01-01,37.666666666666664
Adventure,2022-02-01,39.333333333333336
Adventure,2022-03-01,40.333333333333336
Adventure,2022-04-01,39.0
Adventure,2022-05-01,38.0
Adventure,2022-06-01,37.333333333333336
Adventure,2022-07-01,46.0
Adventure,2022-08-01,50.0
Adventure,2022-09-01,52.333333333333336
Adventure,2022-10-01,49.333333333333336
Adventure,2022-11-01,51.0
Adventure,2022-12-01,54.333333333333336
Adventure,2023-01-01,49.333333333333336
Adventure,2023-02-01,48.0
Adventure,2023-03-01,50.666666666666664
Adventure,2023-04-01,53.0
Adventure,2023-05-01,62.333333333333336
Adventure,2023-06-01,57.666666666666664
Adventure,2023-07-01,57.666666666666664
Adventure,2023-08-01,48.333333333333336
Adventure,2023-09-01,45.333333333333336
Adventure,2023-10-01,43.333333333333336
Adventure,2023-11-01,42.0
Adventure,2023-12-01,41.0
Adventure,2024-01-01,36.666666666666664
Adventure,2024-02-01,29.666666666666668
Adventure,2024-03-01,26.333333333333332
Adventure,2024-04-01,24.333333333333332
Adventure,2024-05-01,23.333333333333332
Adventure,2024-06-01,21.666666666666668
Adventure,2024-07-01,22.333333333333332
Adventure,2024-08-01,23.0
Adventure,2024-09-01,23.666666666666668
Adventure,2024-10-01,23.666666666666668
Adventure,2024-11-01,23.0
Adventure,2024-12-01,28.666666666666668
Adventure,2025-01-01,33.666666666666664
Adventure,2025-02-01,36.0
Adventure,2025-03-01,30.0
Adventure,2025-04-01,23.333333333333332
Adventure,2025-05-01,20.666666666666668
Adventure,2025-06-01,20.333333333333332
Adventure,2025-07-01,21.0
Adventure,2025-08-01,21.333333333333332
Adventure,2025-09-01,21.0
Animation,2010-01-01,68.0
Animation,2010-02-01,67.0
Animation,2010-03-01,67.0
Animation,2010-04-01,66.33333333333333
Animation,2010-05-01,67.33333333333333
Animation,2010-06-01,67.0
Animation,2010-07-01,68.66666666666667
Animation,2010-08-01,69.33333333333333
Animation,2010-09-01,68.33333333333333
Animation,2010-10-01,66.66666666666667
Animation,2010-11-01,69.33333333333333
Animation,2010-12-01,70.33333333333333
Animation,2011-01-01,70.66666666666667
Animation,2011-02-01,65.0
Animation,2011-03-01,64.33333333333333
Animation,2011-04-01,65.0
Animation,2011-05-01,66.33333333333333
Animation,2011-06-01,67.33333333333333
Animation,2011-07-01,68.0
Animation,2011-08-01,72.0
Animation,2011-09-01,73.66666666666667
Animation,2011-10-01,76.33333333333333
Animation,2011-11-01,75.0
Animation,2011-12-01,76.66666666666667
Animation,2012-01-01,74.66666666666667
Animation,2012-02-01,74.33333333333333
Animation,2012-03-01,72.33333333333333
Animation,2012-04-01,73.0
Animation,2012-05-01,72.66666666666667
Animation,2012-06-01,76.66666666666667
Animation,2012-07-01,80.33333333333333
Animation,2012-08-01,83.0
Animation,2012-09-01,81.0
Animation,2012-10-01,77.66666666666667
Animation,2012-11-01,76.33333333333333
Animation,2012-12-01,78.66666666666667
Animation,2013-01-01,79.66666666666667
Animation,2013-02-01,82.0
Animation,2013-03-01,83.33333333333333
Animation,2013-04-01,85.33333333333333
Animation,2013-05-01,87.33333333333333
Animation,2013-06-01,89.33333333333333
Animation,2013-07-01,93.33333333333333
Animation,2013-08-01,97.0
Animation,2013-09-01,98.0
Animation,2013-10-01,95.33333333333333
Animation,2013-11-01,93.33333333333333
Animation,2013-12-01,94.33333333333333
Animation,2014-01-01,96.66666666666667
Animation,2014-02-01,97.0
Animation,2014-03-01,94.33333333333333
Animation,2014-04-01,91.0
Animation,2014-05-01,92.66666666666667
Animation,2014-06-01,92.66666666666667
Animation,2014-07-01,95.0
Animation,2014-08-01,94.33333333333333
Animation,2014-09-01,92.66666666666667
Animation,2014-10-01,91.0
Animation,2014-11-01,88.33333333333333
Animation,2014-12-01,88.33333333333333
Animation,2015-01-01,86.66666666666667
Animation,2015-02-01,85.66666666666667
Animation,2015-03-01,86.0
Animation,2015-04-01,86.66666666666667
Animation,2015-05-01,86.33333333333333
Animation,2015-06-01,83.66666666666667
Animation,2015-07-01,84.33333333333333
Animation,2015-08-01,85.0
Animation,2015-09-01,86.0
Animation,2015-10-01,84.33333333333333
Animation,2015-11-01,81.66666666666667
Animation,2015-12-01,81.0
Animation,2016-01-01,81.66666666666667
Animation,2016-02-01,83.0
Animation,2016-03-01,83.66666666666667
Animation,2016-04-01,83.33333333333333
Animation,2016-05-01,83.66666666666667
Animation,2016-06-01,82.66666666666667
Animation,2016-07-01,83.33333333333333
Animation,2016-08-01,82.66666666666667
Animation,2016-09-01,82.33333333333333
Animation,2016-10-01,81.66666666666667
Animation,2016-11-01,56.666666666666664
Animation,2016-12-01,30.5
Animation,2017-01-01,2.8333333333333335
Animation,2017-02-01,0.16666666666666666
Animation,2017-03-01,0.0
Animation,2017-04-01,0.0
Animation,2017-05-01,0.0
Animation,2017-06-01,0.0
Animation,2017-07-01,0.0
Animation,2017-08-01,0.0
Animation,2017-09-01,0.0
Animation,2017-10-01,0.0
Animation,2017-11-01,0.0
Animation,2017-12-01,0.0
Animation,2018-01-01,0.0
Animation,2018-02-01,0.0
Animation,2018-03-01,0.0
Animation,2018-04-01,0.0
Animation,2018-05-01,0.0
Animation,2018-06-01,0.0
Animation,2018-07-01,2.0
Animation,2018-08-01,3.0
Animation,2018-09-01,6.0
Animation,2018-10-01,5.333333333333333
Animation,2018-11-01,14.333333333333334
Animation,2018-12-01,22.0
Animation,2019-01-01,30.333333333333332
Animation,2019-02-01,30.0
Animation,2019-03-01,28.666666666666668
Animation,2019-04-01,27.0
Animation,2019-05-01,25.333333333333332
Animation,2019-06-01,24.666666666666668
Animation,2019-07-01,24.666666666666668
Animation,2019-08-01,25.0
Animation,2019-09-01,23.666666666666668
Animation,2019-10-01,23.666666666666668
Animation,2019-11-01,24.666666666666668
Animation,2019-12-01,27.0
Animation,2020-01-01,28.0
Animation,2020-02-01,27.0
Animation,2020-03-01,26.0
Animation,2020-04-01,25.666666666666668
Animation,2020-05-01,25.0
Animation,2020-06-01,22.666666666666668
Animation,2020-07-01,19.666666666666668
Animation,2020-08-01,17.333333333333332
Animation,2020-09-01,13.666666666666666
Animation,2020-10-01,8.333333333333334
Animation,2020-11-01,3.1666666666666665
Animation,2020-12-01,0.5
Animation,2021-01-01,0.16666666666666666
Animation,2021-02-01,0.16666666666666666
Animation,2021-03-01,0.5
Animation,2021-04-01,5.166666666666667
Animation,2021-05-01,11.666666666666666
Animation,2021-06-01,21.666666666666668
Animation,2021-07-01,26.333333333333332
Animation,2021-08-01,29.0
Animation,2021-09-01,27.666666666666668
Animation,2021-10-01,27.666666666666668
Animation,2021-11-01,27.666666666666668
Animation,2021-12-01,28.333333333333332
Animation,2022-01-01,29.666666666666668
Animation,2022-02-01,30.333333333333332
Animation,2022-03-01,31.666666666666668
Animation,2022-04-01,32.333333333333336
Animation,2022-05-01,33.0
Animation,2022-06-01,33.333333333333336
Animation,2022-07-01,33.666666666666664
Animation,2022-08-01,34.666666666666664
Animation,2022-09-01,33.333333333333336
Animation,2022-10-01,32.0
Animation,2022-11-01,30.666666666666668
Animation,2022-12-01,31.333333333333332
Animation,2023-01-01,31.333333333333332
Animation,2023-02-01,31.666666666666668
Animation,2023-03-01,31.333333333333332
Animation,2023-04-01,31.333333333333332
Animation,2023-05-01,31.0
Animation,2023-06-01,31.666666666666668
Animation,2023-07-01,32.0
Animation,2023-08-01,32.333333333333336
Animation,2023-09-01,31.333333333333332
Animation,2023-10-01,30.666666666666668
Animation,2023-11-01,30.333333333333332
Animation,2023-12-01,30.666666666666668
Animation,2024-01-01,31.0
Animation,2024-02-01,32.0
Animation,2024-03-01,32.0
Animation,2024-04-01,32.0
Animation,2024-05-01,31.666666666666668
Animation,2024-06-01,32.0
Animation,2024-07-01,32.666666666666664
Animation,2024-08-01,32.666666666666664
Animation,2024-09-01,32.666666666666664
Animation,2024-10-01,32.666666666666664
Animation,2024-11-01,32.666666666666664
Animation,2024-12-01,33.0
Animation,2025-01-01,32.666666666666664
Animation,2025-02-01,32.333333333333336
Animation,2025-03-01,33.0
Animation,2025-04-01,33.333333333333336
Animation,2025-05-01,33.666666666666664
Animation,2025-06-01,33.0
Animation,2025-07-01,33.0
Animation,2025-08-01,33.333333333333336
Animation,2025-09-01,33.0
Comedy,2010-01-01,33.0
Comedy,2010-02-01,33.0
Comedy,2010-03-01,32.0
Comedy,2010-04-01,31.333333333333332
Comedy,2010-05-01,31.333333333333332
Comedy,2010-06-01,32.666666666666664
Comedy,2010-07-01,34.333333333333336
Comedy,2010-08-01,35.666666666666664
Comedy,2010-09-01,34.666666666666664
Comedy,2010-10-01,33.333333333333336
Comedy,2010-11-01,31.666666666666668
Comedy,2010-12-01,34.0
Comedy,2011-01-01,37.666666666666664
Comedy,2011-02-01,39.0
Comedy,2011-03-01,38.333333333333336
Comedy,2011-04-01,37.333333333333336
Comedy,2011-05-01,37.0
Comedy,2011-06-01,38.333333333333336
Comedy,2011-07-01,40.666666666666664
Comedy,2011-08-01,44.333333333333336
Comedy,2011-09-01,43.333333333333336
Comedy,2011-10-01,41.666666666666664
Comedy,2011-11-01,40.666666666666664
Comedy,2011-12-01,44.666666666666664
Comedy,2012-01-01,47.0
Comedy,2012-02-01,46.666666666666664
Comedy,2012-03-01,43.333333333333336
Comedy,2012-04-01,39.666666666666664
Comedy,2012-05-01,37.666666666666664
Comedy,2012-06-01,39.0
Comedy,2012-07-01,42.333333333333336
Comedy,2012-08-01,45.333333333333336
Comedy,2012-09-01,44.0
Comedy,2012-10-01,41.666666666666664
Comedy,2012-11-01,40.666666666666664
Comedy,2012-12-01,44.666666666666664
Comedy,2013-01-01,48.0
Comedy,2013-02-01,51.333333333333336
Comedy,2013-03-01,50.333333333333336
Comedy,2013-04-01,47.666666666666664
Comedy,2013-05-01,44.666666666666664
Comedy,2013-06-01,44.666666666666664
Comedy,2013-07-01,47.0
Comedy,2013-08-01,49.333333333333336
Comedy,2013-09-01,49.0
Comedy,2013-10-01,48.333333333333336
Comedy,2013-11-01,49.666666666666664
Comedy,2013-12-01,53.666666666666664
Comedy,2014-01-01,58.333333333333336
Comedy,2014-02-01,58.333333333333336
Comedy,2014-03-01,55.666666666666664
Comedy,2014-04-01,52.666666666666664
Comedy,2014-05-01,52.666666666666664
Comedy,2014-06-01,53.666666666666664
Comedy,2014-07-01,55.333333333333336
Comedy,2014-08-01,55.666666666666664
Comedy,2014-09-01,53.666666666666664
Comedy,2014-10-01,51.333333333333336
Comedy,2014-11-01,50.666666666666664
Comedy,2014-12-01,53.333333333333336
Comedy,2015-01-01,55.666666666666664
Comedy,2015-02-01,56.0
Comedy,2015-03-01,54.333333333333336
Comedy,2015-04-01,52.0
Comedy,2015-05-01,50.666666666666664
Comedy,2015-06-01,50.666666666666664
Comedy,2015-07-01,50.333333333333336
Comedy,2015-08-01,50.333333333333336
Comedy,2015-09-01,49.0
Comedy,2015-10-01,48.0
Comedy,2015-11-01,47.333333333333336
Comedy,2015-12-01,50.666666666666664
Comedy,2016-01-01,54.666666666666664
Comedy,2016-02-01,55.333333333333336
Comedy,2016-03-01,51.0
Comedy,2016-04-01,45.0
Comedy,2016-05-01,42.666666666666664
Comedy,2016-06-01,42.333333333333336
Comedy,2016-07-01,44.0
Comedy,2016-08-01,44.333333333333336
Comedy,2016-09-01,44.333333333333336
Comedy,2016-10-01,44.333333333333336
Comedy,2016-11-01,47.333333333333336
Comedy,2016-12-01,53.333333333333336
Comedy,2017-01-01,60.0
Comedy,2017-02-01,63.0
Comedy,2017-03-01,61.0
Comedy,2017-04-01,56.666666666666664
Comedy,2017-05-01,53.333333333333336
Comedy,2017-06-01,56.666666666666664
Comedy,2017-07-01,70.33333333333333
Comedy,2017-08-01,79.0
Comedy,2017-09-01,75.0
Comedy,2017-10-01,59.666666666666664
Comedy,2017-11-01,49.333333333333336
Comedy,2017-12-01,51.0
Comedy,2018-01-01,55.666666666666664
Comedy,2018-02-01,60.0
Comedy,2018-03-01,64.0
Comedy,2018-04-01,67.0
Comedy,2018-05-01,71.33333333333333
Comedy,2018-06-01,75.66666666666667
Comedy,2018-07-01,80.66666666666667
Comedy,2018-08-01,89.66666666666667
Comedy,2018-09-01,94.33333333333333
Comedy,2018-10-01,95.66666666666667
Comedy,2018-11-01,93.66666666666667
Comedy,2018-12-01,91.0
Comedy,2019-01-01,89.33333333333333
Comedy,2019-02-01,82.66666666666667
Comedy,2019-03-01,77.66666666666667
Comedy,2019-04-01,71.0
Comedy,2019-05-01,67.66666666666667
Comedy,2019-06-01,66.66666666666667
Comedy,2019-07-01,68.33333333333333
Comedy,2019-08-01,68.33333333333333
Comedy,2019-09-01,63.333333333333336
Comedy,2019-10-01,59.0
Comedy,2019-11-01,57.333333333333336
Comedy,2019-12-01,59.333333333333336
Comedy,2020-01-01,57.333333333333336
Comedy,2020-02-01,51.0
Comedy,2020-03-01,48.0
Comedy,2020-04-01,50.0
Comedy,2020-05-01,51.666666666666664
Comedy,2020-06-01,47.0
Comedy,2020-07-01,40.333333333333336
Comedy,2020-08-01,37.333333333333336
Comedy,2020-09-01,35.333333333333336
Comedy,2020-10-01,34.0
Comedy,2020-11-01,33.0
Comedy,2020-12-01,33.666666666666664
Comedy,2021-01-01,35.333333333333336
Comedy,2021-02-01,34.333333333333336
Comedy,2021-03-01,31.333333333333332
Comedy,2021-04-01,27.0
Comedy,2021-05-01,26.333333333333332
Comedy,2021-06-01,25.666666666666668
Comedy,2021-07-01,25.666666666666668
Comedy,2021-08-01,24.333333333333332
Comedy,2021-09-01,23.333333333333332
Comedy,2021-10-01,22.0
Comedy,2021-11-01,21.0
Comedy,2021-12-01,21.666666666666668
Comedy,2022-01-01,25.0
Comedy,2022-02-01,26.666666666666668
Comedy,2022-03-01,26.333333333333332
Comedy,2022-04-01,23.666666666666668
Comedy,2022-05-01,22.0
Comedy,2022-06-01,22.0
Comedy,2022-07-01,21.666666666666668
Comedy,2022-08-01,21.333333333333332
Comedy,2022-09-01,20.666666666666668
Comedy,2022-10-01,20.0
Comedy,2022-11-01,19.666666666666668
Comedy,2022-12-01,20.333333333333332
Comedy,2023-01-01,21.333333333333332
Comedy,2023-02-01,22.0
Comedy,2023-03-01,20.333333333333332
Comedy,2023-04-01,18.333333333333332
Comedy,2023-05-01,16.666666666666668
Comedy,2023-06-01,17.0
Comedy,2023-07-01,17.666666666666668
Comedy,2023-08-01,18.333333333333332
Comedy,2023-09-01,17.666666666666668
Comedy,2023-10-01,17.0
Comedy,2023-11-01,17.666666666666668
Comedy,2023-12-01,19.0
Comedy,2024-01-01,20.333333333333332
Comedy,2024-02-01,21.333333333333332
Comedy,2024-03-01,21.333333333333332
Comedy,2024-04-01,20.666666666666668
Comedy,2024-05-01,19.666666666666668
Comedy,2024-06-01,19.333333333333332
Comedy,2024-07-01,19.0
Comedy,2024-08-01,18.666666666666668
Comedy,2024-09-01,18.333333333333332
Comedy,2024-10-01,18.0
Comedy,2024-11-01,18.0
Comedy,2024-12-01,19.0
Comedy,2025-01-01,20.666666666666668
Comedy,2025-02-01,20.666666666666668
Comedy,2025-03-01,19.666666666666668
Comedy,2025-04-01,18.0
Comedy,2025-05-01,17.333333333333332
Comedy,2025-06-01,17.333333333333332
Comedy,2025-07-01,17.666666666666668
Comedy,2025-08-01,18.0
Comedy,2025-09-01,17.333333333333332
Documentary,2010-01-01,0.0
Documentary,2010-02-01,35.5
Documentary,2010-03-01,23.666666666666668
Documentary,2010-04-01,23.666666666666668
Documentary,2010-05-01,0.0
Documentary,2010-06-01,0.0
Documentary,2010-07-01,28.0
Documentary,2010-08-01,28.0
Documentary,2010-09-01,28.0
Documentary,2010-10-01,0.0
Documentary,2010-11-01,0.0
Documentary,2010-12-01,0.0
Documentary,2011-01-01,21.333333333333332
Documentary,2011-02-01,21.333333333333332
Documentary,2011-03-01,39.333333333333336
Documentary,2011-04-01,18.0
Documentary,2011-05-01,18.0
Documentary,2011-06-01,26.666666666666668
Documentary,2011-07-01,43.666666666666664
Documentary,2011-08-01,59.666666666666664
Documentary,2011-09-01,53.0
Documentary,2011-10-01,36.0
Documentary,2011-11-01,20.0
Documentary,2011-12-01,17.666666666666668
Documentary,2012-01-01,17.666666666666668
Documentary,2012-02-01,38.0
